,year,vio,mur,rob,incarc_rate,pb1064,pw1064,pm1029,pop,avginc,density,stateid,shall
974,85,474.4,9.0,180.9,154,55.485.277,6.212.678,16.616.465,4.715.287,11.340.722,11.457.385,47,0
975,86,539.6,10.4,207.7,149,5.570.521,6.190.892,16.298.391,4.738.713,11.812.455,11.514.307,47,0
976,87,533.5,9.1,193.8,157,56.088.004,6.180.703,1.601.232,478.293,12.198.193,11.621.747,47,0
977,88,532.7,9.4,173.6,156,5.648.223,61.558.212,15.741.606,4.822.437,1.255.422,11.717.743,47,0
978,89,548.9,8.4,160.4,157,5.677.438,61.369.778,15.466.228,4.854.461,12.754.048,11.795.556,47,0
979,90,670.4,10.5,191.2,213,57.164.664,63.340.992,15.221.712,4.890.626,12.817.602,11.864.692,47,0
980,91,725.9,11.0,212.9,207,57.618.265,6.322.644,14.970.852,4.946.886,12.794.693,120.011.784,47,0
981,92,746.2,10.4,218.2,227,58.224.783,6.303.001,14.763.465,5.013.999,133.764,12.163.995,47,0
982,93,765.8,10.2,220.1,234,58.918.734,62.833.263,14.562.812,5.085.666,13.601.549,123.378.605,47,0
983,94,747.9,9.3,207.4,250,59.529.934,62.740.093,14.349.656,5.163.016,13.907.712,12.525.512,47,0
984,95,771.5,10.6,223.2,276,59.985.867,62.718.655,14.183.824,5.241.168,14.257.199,12.715.109,47,1
985,96,774.0,9.5,223.7,287,6.064.974,6.272.006,14.055.695,5.313.576,1.425.575,12.890.771,47,1
986,97,789.7,9.5,214.0,292,6.108.415,62.711.555,13.914.331,5.378.433,14.485.446,13.048.115,47,1
987,98,715.0,8.5,178.0,309,6.169.424,62.669.964,13.822.867,5.432.679,15.027.545,13.179.716,47,1
988,99,694.9,7.1,156.8,325,6.246.919,62.684.616,13.736.777,5.483.535,15.277.703,13.303.094,47,1
989,77,407.7,13.3,152.4,167,45.561.852,6.441.234,19.137.592,13.193.055,11.473.476,5.032.943,48,0
990,78,435.3,14.2,164.4,176,4.580.187,6.436.545,19.002.378,13.500.431,12.089.536,51.502.023,48,0
991,79,507.9,16.7,191.8,189,4.601.943,6.435.475,18.858.133,13.888.373,12.250.587,5.298.196,48,0
992,80,550.3,16.9,208.5,196,47.444.353,6.419.213,18.769.102,14.338.208,120.380.125,54.722.436,48,0
993,81,532.4,16.6,193.3,210,4.805.927,64.274.796,18.672.342,14.746.313,12.484.535,56.279.987,48,0
994,82,577.1,16.1,220.0,210,48.837.385,6.429.494,18.509.008,1.533.141,12.343.751,58.513.034,48,0
995,83,512.2,14.2,189.3,237,4.936.255,6.424.527,1.827.985,15.751.678,12.303,6.011.701,48,0
996,84,505.0,13.1,178.5,221,4.970.795,6.406.598,17.997.221,16.007.076,12.846.764,6.109.175,48,0
997,85,550.0,13.0,193.5,226,50.085.187,6.384.797,17.724.003,16.272.736,13.145.496,62.105.644,48,0
998,86,658.9,13.5,239.9,226,50.366.726,63.581.505,17.420.721,16.561.111,12.875.985,6.320.625,48,0
999,87,631.1,11.7,226.7,228,50.670.447,63.249.542,17.109.543,166.218,12.704.222,63.437.864,48,0
1000,88,652.6,12.1,234.2,231,50.997.524,6.291.941,16.805.525,16.667.025,12.902.808,6.361.047,48,0
1001,89,658.5,11.9,223.1,240,51.704.335,62.838.825,1.657.695,16.806.734,13.107.368,6.414.368,48,0
1002,90,761.4,14.1,260.8,257,52.371.545,63.598.774,16.399.782,17.044.714,13.302.997,6.507.752,48,0
1003,91,840.1,15.3,286.5,290,52.930.856,6.341.392,16.095.015,17.339.905,1.326.765,6.620.458,48,0
1004,92,806.3,12.7,252.5,297,5.372.058,6.326.109,15.867.286,17.650.478,13.593.659,6.739.036,48,0
1005,93,762.1,11.9,224.4,344,5.464.688,63.145.714,15.670.556,17.996.763,13.659.425,68.712.495,48,0
1006,94,706.5,11.0,204.8,385,55.333.915,63.028.973,15.485.547,1.833.832,1.383.648,7.001.656,48,0
1007,95,663.9,9.0,179.8,637,56.573.644,62.944.866,15.359.535,18.679.707,14.078.004,7.132,48,0
1008,96,644.4,7.7,171.5,677,5.734.717,62.764.996,15.277.183,1.900.624,14.323.695,7.256.672,48,0
1009,97,602.5,6.8,157.0,686,5.807.885,62.655.254,15.213.335,19.355.427,15.045.588,7.389.993,48,1
1010,98,564.6,6.8,145.1,717,58.688.674,62.590.282,15.170.754,19.712.389,15.759.523,7.526.283,48,1
1011,99,560.3,6.1,146.7,724,59.402.647,6.256.689,15.132.307,20.044.142,16.046.732,7.652.947,48,1
1012,77,240.0,3.5,68.8,60,12.092.359,6.827.696,19.726.929,1.319.511,10.403.233,1.607.278,49,0
1013,78,271.8,3.7,66.5,64,1.228.289,67.789.314,19.429.226,1.367.512,10.758.648,16.657.475,49,0
1014,79,304.2,4.8,77.7,69,12.451.426,67.271.774,19.154.804,1.420.239,10.682.392,17.299.734,49,0
1015,80,303.3,3.8,80.2,68,129.119,67.010.345,19.006.176,1.472.595,10.232.976,17.942.503,49,0
1016,81,298.6,3.3,84.8,64,13.079.779,66.582.886,1.880.883,1.515.469,1.018.184,18.464.891,49,0
1017,82,285.7,3.4,86.5,73,13.281.645,6.635.606,1.858.134,1.558.316,10.120.824,1.898.695,49,0
1018,83,256.0,3.5,64.3,77,13.439.386,6.602.115,1.834.835,1.594.939,10.333,19.433.176,49,0
1019,84,244.2,2.8,58.0,77,13.701.805,6.607.267,18.137.493,1.622.341,10.772.447,1.976.705,49,0
1020,85,267.4,3.0,55.2,84,14.009.314,6.619.875,17.968.393,1.642.907,10.969.396,20.017.631,49,0
1021,86,266.7,3.2,58.6,98,1.434.355,6.640.424,17.801.733,1.662.838,11.133.431,20.260.476,49,0
1022,87,229.8,3.3,52.8,108,14.650.366,66.565.346,17.699.978,1.678.115,11.083.526,20.446.615,49,1
1023,88,243.1,2.8,54.1,110,15.083.174,6.691.209,176.716,1.689.366,11.077.353,205.837,49,1
1024,89,258.8,2.6,52.6,115,15.515.277,6.736.006,17.742.298,1.705.867,11.223.531,20.784.752,49,1
1025,90,283.9,3.0,56.9,137,16.128.025,6.930.894,17.917.273,1.729.722,11.426.952,21.051.042,49,1
1026,91,286.8,2.9,55.1,142,16.550.777,6.974.521,18.005.623,1.771.941,11.448.191,21.564.856,49,1
1027,92,290.5,3.0,55.9,149,1.685.371,7.019.036,18.092.306,1.821.498,1.161.134,22.167.973,49,1
1028,93,301.0,3.1,58.6,146,17.056.566,7.048.416,18.168.564,1.875.993,11.734.359,22.831.189,49,1
1029,94,304.5,2.9,63.6,152,17.690.822,7.066.015,1.820.832,1.930.436,12.036.864,23.493.769,49,1
1030,95,328.8,3.9,67.1,157,18.016.728,7.082.185,18.238.707,1.976.774,12.333.132,2.405.771,49,1
1031,96,331.9,3.2,68.9,174,18.264.778,708.315,18.224.771,2.022.253,12.671.425,246.112,49,1
1032,97,334.0,2.4,68.4,195,18.591.099,7.061.509,1.818.338,2.065.397,13.137.876,2.513.627,49,1
1033,98,314.2,3.1,66.0,205,18.841.624,7.037.374,18.154.095,2.100.562,13.619.801,25.564.235,49,1
1034,99,275.5,2.1,54.4,205,19.212.277,7.028.898,18.155.998,2.129.836,13.919.047,25.920.503,49,1
1035,77,149.5,1.4,30.8,64,24.820.656,7.313.677,18.664.686,491.929,10.158.277,53.083.953,50,1
1036,78,166.3,3.3,14.4,57,2.658.058,7.333.691,18.502.012,498.108,10.751.008,53.750.727,50,1
1037,79,184.2,1.4,28.6,76,28.394.926,7.356.225,18.370.626,505.372,10.774.316,54.534.584,50,1
1038,80,178.8,2.2,38.9,62,29.735.193,7.371.889,18.259.438,512.524,10.520.718,55.270.568,50,1
1039,81,128.0,4.3,27.6,67,3.266.066,7.375.161,18.066.349,515.605,10.649.832,55.602.826,50,1
1040,82,126.9,2.3,23.1,76,3.467.493,7.362.413,17.792.286,519.107,10.616.183,5.598.048,50,1
1041,83,132.6,3.6,27.8,84,3.678.522,73.460.945,17.484.158,523.308,10.968,56.433.517,50,1
1042,84,145.1,2.3,23.0,72,3.850.696,7.323.557,17.144.142,526.658,11.554.032,5.679.478,50,1
1043,85,147.7,3.4,20.9,74,4.097.889,7.303.449,16.818.514,530.029,12.032.444,5.715.831,50,1
1044,86,149.2,2.0,22.2,82,42.954.376,7.281.029,16.479.202,534.055,12.582.377,57.592.474,50,1
1045,87,136.5,2.7,16.8,81,4.481.068,7.268.566,16.137.213,540.273,13.147.984,58.263.022,50,1
1046,88,142.3,2.0,16.0,91,4.681.992,7.268.874,157.834.425,549.766,13.637.874,59.286.747,50,1
1047,89,132.8,1.9,18.0,98,48.915.273,7.266.877,15.378.905,557.699,14.066.151,6.014.224,50,1
1048,90,127.2,2.3,11.7,109,5.048.483,746.722,15.057.942,564.526,13.757.911,61.036.438,50,1
1049,91,116.8,2.1,11.8,117,5.153.921,7.463.558,14.782.567,567.141,13.317.358,6.131.917,50,1
1050,92,109.5,2.1,8.9,124,5.477.842,7.464.705,14.568.464,570.115,136.980.295,61.640.717,50,1
1051,93,114.2,3.6,9.0,151,61.114.556,7.463.293,14.410.526,574.004,136.318.655,62.061.194,50,1
1052,94,96.9,1.0,12.2,154,6.260.148,7.474.331,1.427.034,5.789,13.811.616,6.259.055,50,1
1053,95,118.3,2.2,10.9,168,64.461.666,74.983.315,14.182.596,582.827,13.968.785,6.301.513,50,1
1054,96,121.2,1.9,15.4,179,67.468.005,7.523.706,1.413.042,586.352,14.157.325,6.339.626,50,1
1055,97,119.7,1.5,13.4,136,6.939.431,7.565.321,14.068.783,588.665,14.507.181,6.364.634,50,1
1056,98,106.3,2.2,9.5,140,6.991.444,7.606.671,13.975.607,590.579,1.515.891,63.853.286,50,1
1057,99,113.8,2.9,10.9,188,7.105.804,7.652.575,1.382.457,59.374,1.545.531,64.195.044,50,1
1058,77,290.0,9.0,92.1,126,72.120.724,6.169.657,19.111.816,5.193.112,11.823.648,13.054.581,51,0
1059,78,286.4,8.8,97.1,142,72.825.933,61.700.306,18.957.853,5.270.238,1.228.512,13.248.461,51,0
1060,79,301.0,8.6,111.6,157,7.350.001,61.625.374,18.730.997,5.307.945,1.234.114,13.343.251,51,0
1061,80,307.2,8.6,120.1,158,74.557.395,6.125.582,18.497.452,5.368.334,12.302.784,13.520.889,51,0
1062,81,321.7,8.6,133.2,161,75.955.353,6.126.047,18.498.869,5.444.106,12.374.935,13.711.733,51,0
1063,82,309.1,7.4,122.2,165,7.635.979,61.070.484,18.276.014,5.492.773,12.461.399,13.834.307,51,0
1064,83,292.5,7.0,110.5,177,76.990.356,60.802.082,18.051.334,5.564.658,12.936,14.015.359,51,0
1065,84,295.6,7.7,102.3,177,7.744.026,60.610.912,1.777.941,564.386,137.117.815,14.214.839,51,0
1066,85,294.7,7.1,100.2,185,7.753.279,60.344.147,17.426.926,5.715.156,14.154.836,14.394.408,51,0
1067,86,306.0,7.1,105.7,204,778.455,60.058.838,17.154.232,5.811.691,14.759.433,14.637.546,51,0
1068,87,295.0,7.4,105.8,215,7.824.243,59.764.874,16.889.833,5.932.267,15.200.164,14.941.232,51,0
1069,88,299.2,7.8,112.5,217,78.497.596,5.950.568,16.518.118,6.036.911,15.624.152,15.204.793,51,0
1070,89,312.5,7.9,106.5,230,7.874.146,5.917.403,16.218.355,6.120.232,1.588.334,15.414.648,51,0
1071,90,350.6,8.8,123.3,263,7.940.564,6.055.391,15.990.196,6.213.526,15.649.957,15.691.514,51,0
1072,91,373.2,9.3,137.6,279,8.047.801,60.144.245,15.623.981,6.283.853,15.418.252,15.869.118,51,0
1073,92,374.9,8.8,137.8,311,82.073.345,59.777.637,15.355.611,6.383.315,1.559.515,16.120.297,51,0
1074,93,372.2,8.3,142.0,327,8.324.735,594.888,15.068.089,6.464.795,15.690.598,16.326.065,51,0
1075,94,357.7,8.7,132.8,346,8.430.079,59.228.813,14.753.492,6.536.771,15.932.447,16.507.831,51,0
1076,95,361.5,7.6,131.7,406,8.545.758,5.898.551,14.516.969,6.601.392,15.994.224,16.671.024,51,0
1077,96,341.3,7.5,122.6,410,8.667.809,5.881.139,14.352.686,6.665.491,16.189.325,16.832.899,51,1
1078,97,345.2,7.2,124.5,404,8.791.426,58.636.795,14.229.665,6.732.878,16.619.823,17.003.076,51,1
1079,98,325.7,6.2,105.6,407,8.892.635,58.442.383,14.167.744,6.789.225,1.733.346,17.145.373,51,1
1080,99,314.7,5.7,101.1,399,9.045.802,5.835.429,14.144.165,6.872.912,17.816.813,17.356.716,51,1
1081,77,374.9,4.3,106.2,109,2.462.494,7.013.207,1.869.276,377.605,12.875.809,56.723,53,1
1082,78,405.3,4.6,125.0,118,25.540.276,7.002.095,18.537.964,3.889.073,13.579.336,58.420.807,53,1
1083,79,434.6,4.8,120.7,112,26.394.155,6.986.417,18.388.044,4.017.632,1.367.198,6.035.199,53,1
1084,80,464.3,5.5,135.1,113,27.905.653,69.747.765,18.305.244,4.154.678,13.193.817,62.466.025,53,1
1085,81,447.3,5.1,130.0,106,29.069.362,6.948.921,18.076.338,4.235.731,13.045.688,6.368.467,53,1
1086,82,406.4,4.4,117.9,125,30.045.984,6.902.334,17.698.914,4.276.545,12.828.792,6.429.831,53,1
1087,83,371.8,4.9,105.4,148,3.077.551,6.845.677,1.730.403,430.027,13.124,6.465.502,53,1
1088,84,406.4,4.6,120.6,155,31.674.974,6.801.142,16.878.109,434.365,13.446.139,65.307.245,53,1
1089,85,425.4,5.2,132.0,156,32.570.865,67.518.295,16.484.224,4.400.098,13.647.388,6.615.595,53,1
1090,86,437.0,5.0,135.1,156,3.351.231,6.707.538,16.079.737,4.452.722,14.109.498,66.947.155,53,1
1091,87,439.5,5.6,141.4,147,3.447.744,6.668.768,1.573.394,4.531.891,14.295.099,6.813.747,53,1
1092,88,466.4,5.7,145.9,134,35.524.957,66.401.054,1.544.902,4.639.893,1.454.134,6.976.128,53,1
1093,89,471.7,4.4,140.1,124,36.533.139,66.058.136,15.152.789,4.746.321,14.992.009,71.361.445,53,1
1094,90,501.6,4.9,130.0,142,37.582.386,674.353,15.019.588,490.078,15.259.812,7.360.518,53,1
1095,91,522.6,4.2,145.5,162,3.841.731,6.749.376,1.475.479,5.013.443,15.278.631,7.529.727,53,1
1096,92,534.5,5.0,139.8,182,39.425.097,6.747.049,14.598.121,5.139.011,155.610.695,7.718.319,53,1
1097,93,514.6,5.2,137.1,192,4.024.598,67.560.844,14.443.631,5.247.704,15.443.246,7.881.566,53,1
1098,94,511.3,5.5,139.7,196,4.122.517,6.750.073,14.294.468,5.334.896,15.535.968,801.252,53,1
1099,95,484.3,5.1,132.7,201,42.232.738,6.751.688,1.425.477,5.431.024,15.616.212,8.156.896,53,1
1100,96,431.2,4.6,119.0,212,43.099.747,6.746.822,14.256.085,5.509.963,16.057.245,8.275.454,53,1
1101,97,440.7,4.3,120.0,225,44.119.625,67.498.055,14.287.224,5.604.105,16.644.041,8.416.847,53,1
1102,98,428.5,3.9,115.6,233,4.507.359,6.748.536,14.296.993,5.687.832,1.746.177,8.542.597,53,1
1103,99,377.3,3.0,100.9,247,4.602.491,6.748.767,14.336.523,5.756.361,1.816.724,8.645.522,53,1
1104,77,152.3,6.0,42.2,71,1.234.639,70.007.515,17.462.717,1.908.088,9.951.133,7.927.246,54,0
1105,78,167.7,6.8,46.3,67,12.302.206,6.993.727,17.323.067,1.923.395,10.242.184,7.990.839,54,0
1106,79,168.1,6.8,43.9,63,12.239.039,6.990.005,17.214.668,1.942.146,10.196.704,8.068.741,54,0
1107,80,183.7,7.1,48.5,66,12.345.306,69.997.215,17.136.862,1.951.349,9.879.948,8.090.505,54,0
1108,81,174.8,6.0,50.2,64,1.244.809,70.064.865,16.941.582,1.954.115,9.717.135,8.101.974,54,0
1109,82,174.8,5.2,49.8,80,1.245.944,7.006.021,16.707.478,1.949.606,9.741.048,8.083.279,54,0
1110,83,171.8,4.9,44.2,77,12.493.156,7.001.633,16.461.199,1.945.065,9.626,8.064.452,54,0
1111,84,168.2,4.4,38.1,83,12.479.632,6.993.818,16.179.274,1.927.701,99.899.025,7.992.458,54,0
1112,85,166.0,3.8,37.6,82,12.519.745,6.994.443,15.910.769,1.906.828,10.126.736,7.905.917,54,0
1113,86,164.5,5.9,41.0,89,12.565.144,69.830.315,15.620.102,188.235,10.420.775,7.804.428,54,0
1114,87,137.3,4.8,31.2,77,12.602.426,6.979.784,15.311.274,1.857.579,10.480.149,7.701.725,54,0
1115,88,131.4,4.9,34.2,77,1.263.297,697.577,15.021.602,1.830.211,10.700.136,7.588.254,54,0
1116,89,146.7,6.5,42.7,78,1.269.158,6.971.596,14.718.481,1.806.552,10.863.787,7.490.161,54,0
1117,90,169.3,5.7,37.9,84,12.860.945,7.258.303,14.485.509,1.792.481,11.109.199,7.441.694,54,1
1118,91,191.0,6.2,43.3,85,12.986.233,7.264.382,14.398.914,1.798.212,11.125.089,7.465.488,54,1
1119,92,211.5,6.3,43.5,83,13.182.775,7.263.476,14.341.426,1.805.462,1.144.378,7.495.587,54,1
1120,93,208.4,6.9,43.0,92,13.406.718,7.255.381,14.271.171,1.816.179,11.522.836,7.540.079,54,1
1121,94,215.8,5.4,42.4,98,13.504.611,7.256.207,14.164.939,181.849,11.701.536,7.549.674,54,1
1122,95,210.2,4.9,42.7,106,13.492.552,72.450.676,14.091.159,182.056,11.715.101,7.558.268,54,1
1123,96,210.1,3.8,40.4,136,13.648.835,7.255.532,14.010.906,1.818.983,1.178.941,75.517.215,54,1
1124,97,218.7,4.1,43.1,149,13.709.058,7.264.451,13.905.468,1.815.588,12.040.569,7.537.626,54,1
1125,98,248.6,4.3,37.3,174,13.887.601,72.742.874,13.768.871,1.811.688,12.351.365,7.521.435,54,1
1126,99,350.6,4.4,36.6,192,13.915.883,72.941.315,135.825,1.806.928,12.510.757,7.501.673,54,1
1127,77,131.5,2.8,52.2,71,15.926.236,6.968.519,18.593.924,4.626.517,12.193.548,84.946.334,55,0
1128,78,132.2,2.5,49.9,72,1.636.832,6.962.133,18.494.917,4.646.109,12.670.176,85.306.056,55,0
1129,79,166.1,3.4,60.5,73,16.954.983,69.511.055,18.380.558,4.682.812,12.733.532,8.597.995,55,0
1130,80,182.6,2.9,70.7,73,17.668.338,6.965.793,18.320.028,4.712.045,12.284.649,86.577.095,55,0
1131,81,187.9,3.4,68.6,85,18.309.956,6.944.913,18.132.566,4.726.336,12.062.575,86.839.676,55,0
1132,82,190.5,3.1,71.2,93,18.911.047,6.907.502,17.828.485,4.728.876,11.962.943,8.688.634,55,0
1133,83,190.9,2.8,71.9,96,19.463.744,6.867.786,17.477.785,4.721.445,12.046,8.674.981,55,0
1134,84,196.5,2.5,66.4,102,19.950.266,68.320.915,17.122.162,4.735.576,12.641.538,87.009.445,55,0
1135,85,206.9,2.8,70.2,105,20.574.784,6.796.238,16.774.378,4.747.753,1.282.047,8.723.318,55,0
1136,86,257.9,3.1,72.8,113,21.142.542,67.528.496,16.403.355,4.755.625,13.207.769,8.737.782,55,0
1137,87,249.9,3.5,66.4,119,2.174.812,6.720.159,1.602.941,477.793,13.468.966,87.787.636,55,0
1138,88,214.4,3.0,67.1,126,2.242.036,670.311,15.704.393,4.822.402,13.641.242,8.860.474,55,0
1139,89,222.6,3.6,75.2,130,23.180.327,667.228,15.362.473,4.856.575,13.891.096,8.923.263,55,0
1140,90,264.7,4.6,112.7,138,23.873.045,6.860.641,15.108.934,4.902.265,1.383.792,9.025.785,55,0
1141,91,277.0,4.8,119.0,149,2.454.108,68.708.725,1.490.861,4.952.675,13.677.741,9.118.597,55,0
1142,92,275.7,4.4,119.8,157,2.520.563,68.762.566,14.762.153,5.004.636,14.109.119,9.214.266,55,0
1143,93,264.4,4.4,113.4,176,25.858.908,6.884.564,14.637.674,5.055.318,14.220.271,9.307.578,55,0
1144,94,270.5,4.5,112.9,166,26.532.018,6.888.604,14.526.866,5.095.504,14.581.728,9.381.567,55,0
1145,95,281.1,4.3,105.1,187,27.230.854,6.901.579,14.466.487,5.137.004,14.762.742,9.457.974,55,0
1146,96,252.7,4.0,96.6,201,27.972.133,69.162.544,14.436.429,5.173.828,1.495.679,9.525.772,55,0
1147,97,270.6,4.0,100.9,238,28.432.176,6.924.231,14.410.618,5.200.235,15.395.211,9.574.391,55,0
1148,98,249.0,3.6,85.6,283,2.879.499,6.932.509,14.375.013,5.222.124,16.024.696,9.614.693,55,0
1149,99,245.9,3.4,84.7,334,29.386.647,69.429,14.326.478,5.250.446,1.636.726,9.666.837,55,0
1150,77,240.9,5.4,39.7,87,10.603.528,7.194.287,20.077.997,413.353,13.401.889,42.524.715,56,0
1151,78,280.4,7.1,48.1,98,1.072.129,7.191.188,20.034.098,432.877,14.338.752,44.533.294,56,0
1152,79,350.9,9.1,42.2,102,1.072.455,7.178.605,1.994.991,454.378,14.504.784,4.674.527,56,0
1153,80,392.6,6.2,44.4,95,10.835.433,7.213.893,19.920.496,474.185,14.209.377,48.890.593,56,0
1154,81,430.1,5.5,41.9,113,10.739.961,72.012.856,19.314.034,491.715,14.115.383,50.698.016,56,0
1155,82,304.2,9.2,34.3,117,10.771.947,7.192.876,18.657.486,506.408,13.675.032,5.221.293,56,0
1156,83,237.2,5.8,29.8,135,10.896.891,7.127.304,17.988.396,510.329,12.723,526.172,56,0
1157,84,242.1,3.3,23.1,138,11.138.994,709.073,17.326.048,504.893,12.939.787,52.056.727,56,0
1158,85,256.8,4.3,20.0,143,11.403.024,7.075.819,16.743.515,499.692,13.188.092,5.152.048,56,0
1159,86,293.1,5.3,22.5,148,11.724.614,704.869,16.223.185,495.624,12.729.635,5.110.105,56,0
1160,87,283.1,2.0,20.0,168,12.130.818,7.005.034,15.762.516,476.967,12.448.137,4.917.743,56,0
1161,88,314.0,2.5,15.1,190,12.734.951,7.003.685,1.539.654,465.098,12.603.056,47.953.688,56,0
1162,89,258.3,4.4,17.1,199,13.443.083,7.021.884,15.216.732,458.377,13.155.548,4.726.072,56,0
1163,90,301.4,4.9,15.9,216,1.399.203,7.202.543,15.159.429,453.401,13.712.953,4.669.183,56,0
1164,91,310.2,3.3,17.2,237,141.194,7.233.991,15.119.315,457.739,13.791.777,4.713.856,56,0
1165,92,319.5,3.6,18.0,237,14.347.636,72.729.996,15.135.354,463.491,138.805,4.773.091,56,0
1166,93,286.2,3.4,17.2,226,1.476.442,7.303.836,15.207.672,469.033,13.977.743,4.830.163,56,0
1167,94,272.5,3.4,16.6,238,14.813.193,7.339.078,15.279.947,474.982,14.083.104,48.914.272,56,0
1168,95,254.2,2.1,17.9,254,1.485.849,7.371.621,15.370.982,478.447,14.070.156,492.711,56,1
1169,96,249.7,3.3,20.4,289,15.218.139,7.385.796,15.446.014,480.085,14.032.229,49.439.785,56,1
1170,97,255.2,3.5,17.7,310,1.527.818,7.392.731,154.939.995,480.031,147.909.775,4.943.422,56,1
1171,98,247.6,4.8,16.2,326,15.583.956,73.985.146,15.510.213,480.045,15.225.509,49.435.664,56,1
1172,99,232.3,2.3,15.4,327,16.130.041,7.404.952,15.480.127,479.602,15.765.074,4.939.004,56,1
